sentence_id,words,labels
561,जीवन,O
561,भर,O
561,देश,O
561,सेवा,O
561,मै,O
561,लागे,O
561,का,O
561,रणबहादुर,B-PER
561,ले,O
561,गद्दी,O
561,मा,O
561,राखिए,O
561,का,O
561,शिशु,O
561,राजा,O
561,का,O
561,बफादार,O
561,बने,O
561,का,O
561,जीवन,O
561,भर,O
561,देश,O
561,सेवा,O
561,मै,O
561,समर्पित,O
561,भएर,O
561,लागिपरे,O
561,का,O
561,बडा,O
561,राजभक्त,O
561,देशभक्त,O
561,वीर,O
561,सपुत,O
561,का,B-PER
561,जी,O
561,दामोदर,I-PER
561,पाँडे,I-PER
561,को,O
561,पनि,O
561,गति,O
561,यस्तै,O
561,भयो,O
561,।,O
562,सन्,O
562,मा,O
562,निर्माण,O
562,भएको,O
562,एक,O
562,वर्षछि,O
562,नै,O
562,तिनाउ,B-LOC
562,नदी,I-LOC
562,ले,O
562,ब्यारेज,O
562,लाई,O
562,छाडे,O
562,को,O
562,थियो,O
562,।,O
563,त्यस,O
563,मा,O
563,पनि,O
563,अध्ययन,O
563,को,O
563,दायरा,O
563,व्यापक,O
563,भए,O
563,का,O
563,भट्टराई,B-PER
563,लाई,O
563,थाहा,O
563,हुनु,O
563,पर्ने,O
563,हो,O
563,हिजोआज,O
563,सम्बन्धित,O
563,र,O
563,प्राज्ञिक,O
563,ठाउँ,O
563,हरूमा,O
563,बाहेक,O
563,अन्य,O
563,ठाउँ,O
563,हरूमा,O
563,डाक्टर,O
563,हरूले,O
563,डाक्टर,O
563,लेख्दै,O
563,लेख्दैनन्,O
563,।,O
564,शक्ति,O
564,र,O
564,सत्ता,O
564,को,O
564,आड,O
564,मा,O
564,गरिए,O
564,को,O
564,गृह,O
564,को,O
564,हस्तक्षेप,O
564,स्वीकार,O
564,नगरिने,O
564,बताउँछन्,O
564,नेओक,B-ORG
564,महासचिव,O
564,एवम्,O
564,राष्ट्रिय,B-ORG
564,खेलकुद,I-ORG
564,परिषद्,I-ORG
564,राखेप,I-ORG
564,का,O
564,सदस्यसचिव,O
564,जीवनराम,B-PER
564,श्रेष्ठ,I-PER
564,।,O
565,धन्य,O
565,हुन्,O
565,महेन्द्र,B-PER
565,जस,O
565,को,O
565,कदमविरुद्घ,O
565,उठे,O
565,का,O
565,त्यसबेला,O
565,का,O
565,युवा,O
565,हरू,O
565,कालान्तर,O
565,मा,O
565,संघर्ष,O
565,बाट,O
565,खारिदै,O
565,नेपाली,O
565,राजनीति,O
565,मा,O
565,स्थापित,O
565,हुदै,O
565,आए,O
565,त्यहीमध्ये,O
565,को,O
565,एउटा,O
565,नाम,O
565,हो,O
565,रामवरण,B-PER
565,यादव,I-PER
565,।,O
566,यदि,O
566,सच्याइएन,O
566,भने,O
566,एमाले,B-ORG
566,सरकार,O
566,मा,O
566,जादैन,O
566,।,O
567,काठमाण्डौ,B-LOC
567,जेठ,O
567,।,O
568,आखा,O
568,सामुन्ने,O
568,छ,O
568,परिणाम,O
568,धादिङ,B-LOC
568,जिल्ला,O
568,को,O
568,अति,O
568,विकट,O
568,उत्तरी,O
568,भेग,O
568,का,O
568,तीन,O
568,वटा,O
568,गाविस,O
568,को,O
568,फेरएि,O
568,को,O
568,अनुहार,O
568,।,O
569,महानिरीक्षक,O
569,राना,B-PER
569,ले,O
569,दैलेख,B-LOC
569,का,O
569,प्रहरी,O
569,अधिकृत,O
569,ले,O
569,सस्तो,O
569,लोकपि्रयता,O
569,का,O
569,लागि,O
569,द्वन्द्वकाल,O
569,मा,O
569,भएको,O
569,पत्रकार,O
569,हत्या,O
569,को,O
569,अनुसन्धान,O
569,मा,O
569,हात,O
569,हाले,O
569,को,O
569,संकेत,O
569,समेत,O
569,गरे,O
569,को,O
569,एक,O
569,अधिकृत,O
569,ले,O
569,जनाए,O
569,।,O
570,नेपाल,B-LOC
570,को,O
570,विभाजित,O
570,वामपन्थी,O
570,आन्दोलन,O
570,लाई,O
570,एकीकरण,O
570,गर्ने,O
570,क्रम,O
570,मा,O
570,मदन,B-PER
570,भण्डारी,I-PER
570,ले,O
570,चिन्तन,O
570,सङ्गठन,O
570,र,O
570,जनर्समथन,O
570,को,O
570,सेतु,O
570,बा,O
570,ध्न,O
570,सके,O
570,।,O
571,सहकारी,O
571,को,O
571,अध्यक्ष,O
571,ले,O
571,घोटाला,O
571,प्रबन्धक,O
571,ले,O
571,गरे,O
571,को,O
571,हो,O
571,भनेर,O
571,उम्कन,O
571,पाउदैन,O
571,प्रबन्धक,O
571,संग,O
571,मिले,O
571,को,O
571,होइन,O
571,भने,O
571,लाखौं,O
571,रकम,O
571,गायब,O
571,हुदा,O
571,बेखवर,O
571,हुन,O
571,मिल्दैन,O
571,रुपन्देही,B-LOC
571,का,O
571,एक,O
571,सहकारी,O
571,का,O
571,जानकार,O
571,ले,O
571,भने,O
571,।,O
572,दृष्टिकोण,O
572,सङ्कटग्रस्त,O
572,विश्व,O
572,अर्थतन्त्र,O
572,र,O
572,नेपाल,B-LOC
572,हरि,B-PER
572,रो,I-PER
572,का,O
572,जुनबेला,O
572,नेपाल,B-LOC
572,राज्य,O
572,को,O
572,पुनःसंरचना,O
572,गर्न,O
572,संविधानसभा,O
572,को,O
572,निर्वाचन,O
572,को,O
572,खा,O
572,का,O
572,कोरएि,O
572,को,O
572,थियो,O
572,झन्डै,O
572,त्यतिबेला,O
572,अन्तर्राष्ट्रिय,O
572,बजार,O
572,मा,O
572,बृहत्,O
572,मन्दी,O
572,बारे,O
572,हल्लीखल्ली,O
572,सुरु,O
572,भयो,O
572,।,O
573,एचडी,O
573,क्वालिटी,O
573,को,O
573,क्यामेरा,O
573,भए,O
573,का,O
573,मोबाइल,O
573,बाट,O
573,खिचिए,O
573,को,O
573,उक्त,O
573,भिडियो,O
573,दृश्य,O
573,फुर्सद,O
573,मा,O
573,युट्युब,O
573,मा,O
573,अपलोड,O
573,गर्ने,O
573,राई,B-PER
573,बताउँछन्,O
573,।,O
574,यसैगरी,O
574,झाडापखाला,O
574,बाट,O
574,बुधबार,O
574,रुकुम,B-LOC
574,मा,O
574,थप,O
574,दुईजना,O
574,को,O
574,मृत्यु,O
574,भएको,O
574,छ,O
574,।,O
575,प्रधानमन्त्री,O
575,नेपाल,B-LOC
575,ले,O
575,जाजरकोट,B-LOC
575,मा,O
575,झाडापखाला,O
575,नियन्त्रण,O
575,मा,O
575,व्यवस्थापकीय,O
575,कमजोरी,O
575,देखिएका,O
575,ले,O
575,प्रकोप,O
575,नियन्त्रण,O
575,मा,O
575,केही,O
575,कठिनाइ,O
575,भएको,O
575,स्विकारे,O
575,।,O
576,छिमे,O
576,की,O
576,नेपाल,B-LOC
576,मा,O
576,गैरराजनीतिक,O
576,संस्था,O
576,का,O
576,रूपमा,O
576,नेपाली,B-ORG
576,सेना,I-ORG
576,ले,O
576,अत्यन्तै,O
576,जिम्मेवार,O
576,पूर्ण,O
576,भूमि,O
576,का,O
576,निर्वाह,O
576,गरिरहेका,O
576,ले,O
576,उस,O
576,सँगको,O
576,सम्बन्ध,O
576,लाई,O
576,भारतीय,O
576,पक्ष,O
576,ले,O
576,महत्त्व,O
576,दिने,O
576,गरे,O
576,को,O
576,मेहता,B-PER
576,को,O
576,भनाइ,O
576,थियो,O
576,।,O
577,भीड,O
577,लाई,O
577,कांग्रेसी,O
577,युवा,O
577,कार्य,O
577,कर्ता,O
577,मदन,B-PER
577,ढकाल,I-PER
577,ले,O
577,नियन्त्रण,O
577,मा,O
577,ल्याउन,O
577,प्रयत्न,O
577,गरे,O
577,।,O
578,मोहन,B-PER
578,नदी,O
578,किनार,O
578,नजिक,O
578,बस्दै,O
578,आए,O
578,का,O
578,सुकुम्,O
578,बासी,O
578,परिवार,O
578,विस्थापित,O
578,भए,O
578,का,O
578,छन्,O
578,।,O
579,मै,O
579,ले,O
579,धेरै,O
579,छलफल,O
579,र,O
579,कुरा,O
579,गरे,O
579,तर,O
579,प्रचण्ड,B-PER
579,जी,O
579,ले,O
579,जहि,O
579,ले,O
579,पनि,O
579,झमेला,O
579,झि,O
579,की,O
579,रहनु,O
579,हन्छ,O
579,बिहीबार,O
579,यहाँ,O
579,आयोजित,O
579,जनसभा,O
579,लाई,O
579,सम्बोधन,O
579,गर्दै,O
579,कोइराला,B-PER
579,ले,O
579,भने,O
579,तपाईं,O
579,ले,O
579,धेरै,O
579,आलटाल,O
579,गर्नु,O
579,भएको,O
579,छ,O
579,।,O
580,लाजिम्पाट,B-LOC
580,का,O
580,निरेश,B-PER
580,शाही,I-PER
580,को,O
580,जीवन,O
580,नै,O
580,फुटबल,O
580,मय,O
580,बन्न,O
580,पुगे,O
580,को,O
580,छ,O
580,।,O
581,यस्तै,O
581,भुटानी,O
581,निरंकुश,O
581,राजतन्त्र,O
581,द्वारा,O
581,प्रजातन्त्र,O
581,का,O
581,पक्षधर,O
581,भुटान,B-LOC
581,जनता,O
581,माथि,O
581,भैरहे,O
581,को,O
581,निर्मम,O
581,दमन,O
581,को,O
581,घोर,O
581,भर्त्सना,O
581,गर्दै,O
581,तत्काल,O
581,दमन,O
581,बन्द,O
581,गरी,O
581,जनता,O
581,को,O
581,आत्मनिर्णय,O
581,को,O
581,अधिकार,O
581,को,O
581,कदर,O
581,गर्न,O
581,माँग,O
581,गरिए,O
581,को,O
581,छ,O
581,।,O
582,एमाले,B-ORG
582,सुनसरी,I-ORG
582,जिल्ला,I-ORG
582,संगठन,I-ORG
582,कमिटी,I-ORG
582,का,O
582,सचिव,O
582,भिम,B-PER
582,आचार्य,I-PER
582,ले,O
582,प्रस्तावित,O
582,गर्नु,O
582,भए,O
582,को,O
582,सर्वदलीय,O
582,जिल्ला,O
582,स्तरीय,O
582,समन्वय,O
582,समिति,O
582,गठन,O
582,भयो,O
582,।,O
583,त्यस,O
583,सभा,O
583,को,O
583,सभापतित्व,O
583,पुराना,O
583,वामपन्थी,O
583,बुद्धिजीवी,O
583,चिनीयालाल,B-PER
583,बज्राचार्य,I-PER
583,ले,O
583,गर्नु,O
583,भए,O
583,को,O
583,थियो,O
583,।,O
584,स्थानिय,B-ORG
584,जिल्ला,I-ORG
584,विकास,I-ORG
584,समिति,I-ORG
584,को,O
584,सभा,O
584,कक्ष,O
584,मा,O
584,दिन,O
584,को,O
584,वजे,O
584,देखि,O
584,नै,O
584,कार्यालय,O
584,प्रमुख,O
584,तथा,O
584,पार्टी,O
584,का,O
584,कार्य,O
584,कर्ता,O
584,हरु,O
584,लाई,O
584,बो,O
584,लाई,O
584,कार्यालय,O
584,को,O
584,पुरा,O
584,काम,O
584,नै,O
584,थप्प,O
584,गराए,O
584,को,O
584,थियो,O
584,।,O
585,शिक्षण,B-ORG
585,अस्पताल,I-ORG
585,मा,O
585,मात्र,O
585,दैनिक,O
585,सय,O
585,भन्दा,O
585,बढी,O
585,बिरामी,O
585,ले,O
585,एक्सरे,O
585,सेवा,O
585,लिने,O
585,गरे,O
585,को,O
585,रेडियोलो,O
585,जी,O
585,विभाग,O
585,ले,O
585,जनाए,O
585,को,O
585,छ,O
585,।,O
586,दैलेखी,O
586,पत्रकार,O
586,ले,O
586,माओवादी,B-ORG
586,आतंक,O
586,का,O
586,सामुन्ने,O
586,प्रेस,O
586,स्वतन्त्रता,O
586,लाई,O
586,झुक्न,O
586,नदिइ,O
586,गरे,O
586,को,O
586,सामना,O
586,ले,O
586,देशविदेश,O
586,मा,O
586,समेत,O
586,चर्चा,O
586,हुने,O
586,गरे,O
586,को,O
586,बताए,O
586,।,O
587,प्रतियोगिता,O
587,मा,O
587,पहिलो,O
587,बरियता,O
587,पाए,O
587,की,O
587,भिराज्भोना,B-PER
587,रेभ,I-PER
587,मारिया,I-PER
587,कोर्टोस्भ,I-PER
587,बाट,O
587,र,O
587,ले,O
587,पराजित,O
587,भइन,O
587,भने,O
587,प्याटी,B-PER
587,स्नाइडेर,I-PER
587,पाराग्वे,B-LOC
587,की,O
587,डेलोस,B-PER
587,बाट,O
587,र,O
587,ले,O
587,हारिन्,O
587,।,O
588,उन,O
588,लाई,O
588,को,O
588,अन्तिम,O
588,महिना,O
588,मा,O
588,फि,B-LOC
588,जी,O
588,को,O
588,महान्,O
588,परिषद्,O
588,ले,O
588,राष्ट्रपति,O
588,बनाए,O
588,को,O
588,थियो,O
588,।,O
589,नभन्दै,O
589,सङ्गीत,O
589,का,O
589,माध्यम,O
589,बाट,O
589,विज्ञान,O
589,को,O
589,जागरण,O
589,ल्याए,O
589,का,O
589,छन्,O
589,नवराज,B-PER
589,ले,O
589,।,O
590,गृहजिल्ला,O
590,को,O
590,भ्रमण,O
590,मा,O
590,रहे,O
590,का,O
590,खेलकुदमन्त्री,O
590,गणेश,B-PER
590,नेपाली,I-PER
590,ले,O
590,परिषद्,O
590,का,O
590,सदस्य,O
590,हरूका,O
590,लागि,O
590,माओवादी,B-ORG
590,लगायत,O
590,सरकार,O
590,मा,O
590,सहभागी,O
590,दल,O
590,हरूसँग,O
590,नाम,O
590,मागिए,O
590,को,O
590,नयाँपत्रिका,B-ORG
590,लाई,O
590,बताए,O
590,।,O
591,इराक,B-LOC
591,को,O
591,रासायनिक,O
591,हतियार,O
591,नष्ट,O
591,गर्न,O
591,वर्षौं,O
591,लाग्नसक्ने,O
591,कुरा,O
591,बताइए,O
591,को,O
591,छ,O
591,।,O
592,आठ,O
592,दिने,O
592,भ्रमण,O
592,का,O
592,लागि,O
592,उनी,O
592,पुस,O
592,गते,O
592,नयाँदिल्ली,B-LOC
592,आउँदैछन्,O
592,।,O
593,उपत्य,O
593,का,O
593,प्रवेश,O
593,को,O
593,ना,O
593,का,O
593,सुब्बाकुना,B-LOC
593,देखि,O
593,सुरु,O
593,भएको,O
593,मोटरसाइकल,O
593,र्याली,O
593,ले,O
593,वीरेन्द्रनर,B-LOC
593,परिक्र,O
593,मा,O
593,गरे,O
593,को,O
593,थियो,O
593,।,O
594,फ्र्यांकफर्ट,B-LOC
594,",",O
594,लन्डन,B-LOC
594,र,O
594,पेरिस,B-LOC
594,मा,O
594,क्रमशः,O
594,र,O
594,प्रतिशत,O
594,ले,O
594,सेयर,O
594,बजार,O
594,को,O
594,अङ्क,O
594,घट्यो,O
594,जुन,O
594,छ,O
594,वर्षो,O
594,अवधि,O
594,मा,O
594,सबै,O
594,भन्दा,O
594,ठूलो,O
594,गिरावट,O
594,थियो,O
594,।,O
595,भनिन्छ,O
595,राष्ट्र,B-ORG
595,वैङ्क,I-ORG
595,मा,O
595,हुने,O
595,गरे,O
595,का,O
595,मनपरी,O
595,कार्य,O
595,हरु,O
595,लाई,O
595,एक,O
595,पछि,O
595,अर्,O
595,को,O
595,गरी,O
595,कर्मचारी,B-ORG
595,सङ्गठन,I-ORG
595,ले,O
595,जन,O
595,समक्ष,O
595,ल्याउन,O
595,था,O
595,ले,O
595,पछि,O
595,त्यस्ता,O
595,काण्ड,O
595,मा,O
595,संलग्न,O
595,बैङ्क,O
595,का,O
595,अधिकारी,O
595,हरू,O
595,कर्मचारी,B-ORG
595,सङ्गठन,I-ORG
595,संग,O
595,रुष्ट,O
595,थिए,O
595,।,O
596,हामी,O
596,ले,O
596,बहुमत,O
596,जुटाउन,O
596,नसके,O
596,पछि,O
596,सरकार,O
596,को,O
596,नेतृत्व,O
596,मिलेन,O
596,राष्ट्रपति,O
596,निर्वाचनलगत्तै,O
596,बसे,O
596,को,O
596,माओवादी,B-ORG
596,संसदीय,O
596,दल,O
596,को,O
596,निर्णय,O
596,सुनाउदै,O
596,वर्षमान,B-PER
596,पुन,I-PER
596,अनन्त,I-PER
596,ले,O
596,भने,O
596,त्यसै,O
596,ले,O
596,हामी,O
596,ले,O
596,सशक्त,O
596,प्रतिपक्ष,O
596,को,O
596,भूमिका,O
596,मा,O
596,बस्ने,O
596,निर्णय,O
596,गरे,O
596,का,O
596,छौ,O
596,।,O
597,राष्ट्र,B-ORG
597,बैंक,I-ORG
597,मा,O
597,कर्मचारी,O
597,निलम्बित,O
597,।,O
598,किनभने,O
598,सर्वोच्च,B-ORG
598,अदालत,I-ORG
598,ले,O
598,बयान,O
598,रोक्न,O
598,नमिल्ने,O
598,भन्दै,O
598,जारी,O
598,राख्न,O
598,आदेश,O
598,दिइ,O
598,सकेको,O
598,छ,O
598,।,O
599,वर्षो,O
599,जनयुद्ध,O
599,गरेर,O
599,यहा,O
599,सम्म,O
599,आइपुगे,O
599,को,O
599,माओवादी,B-ORG
599,पार्टी,O
599,कुन,O
599,बाटो,O
599,मा,O
599,लैजाने,O
599,हो,O
599,त्यो,O
599,महत्व,O
599,पुर्ण,O
599,जिम्मे,O
599,वारी,O
599,प्रचण्ड,B-PER
599,को,O
599,काध,O
599,मा,O
599,छ,O
599,।,O
600,त्यसैकारण,O
600,ओलम्पिक,O
600,खेल,O
600,को,O
600,परबिन्द,O
600,भित्र,O
600,परे,O
600,को,O
600,चीन,B-LOC
600,भ्रमण,O
600,लाई,O
600,उन,O
600,ले,O
600,राजनीति,O
600,सग,O
600,गासेनन्,O
600,।,O
601,पोखरा,B-LOC
601,कास्,I-LOC
601,की,O
601,जिल्ला,O
601,को,O
601,थु,B-LOC
601,मा,O
601,को,O
601,डाँडा,O
601,तारकाङ,B-LOC
601,स्थित,O
601,ध्रुव,B-ORG
601,निम्नमाध्यमिक,I-ORG
601,विद्यालय,I-ORG
601,को,O
601,हाता,O
601,मा,O
601,रू.,O
601,को,O
601,लागत,O
601,मा,O
601,सरस्वती,O
601,मन्दिर,O
601,को,O
601,निर्माण,O
601,गरिए,O
601,को,O
601,छ,O
601,।,O
602,राणा,B-PER
602,ले,O
602,भारतीय,B-ORG
602,सेना,I-ORG
602,का,O
602,प्रायः,O
602,सबै,O
602,अपरेसनल,O
602,कमान्ड,O
602,भ्रमण,O
602,गर्नेछन्,O
602,।,O
603,उस,O
603,को,O
603,यस,O
603,कार्य,O
603,प्रति,O
603,एन्फा,B-ORG
603,ले,O
603,छानबिन,O
603,गर्दै,O
603,क्लब,O
603,लाई,O
603,अर्,O
603,को,O
603,बी,O
603,डिभिजन,O
603,को,O
603,दर्ता,O
603,खुला,O
603,नभए,O
603,सम्म,O
603,कुनै,O
603,पनि,O
603,फुटबल,O
603,प्रतियोगिता,O
603,मा,O
603,सहभागी,O
603,हुन,O
603,नपाउने,O
603,प्रतिबन्ध,O
603,सोमबार,O
603,लगाए,O
603,को,O
603,थियो,O
603,।,O
604,यो,O
604,अन्तरसंघर्ष,O
604,यतिबेलै,O
604,किन,O
604,प्रकट,O
604,भइरहे,O
604,को,O
604,छ,O
604,त,O
604,यस,O
604,को,O
604,सहज,O
604,उत्तर,O
604,के,O
604,हो,O
604,भने,O
604,माओवादी,B-ORG
604,भित्रको,O
604,एउटा,O
604,पङ्क्ति,O
604,ले,O
604,संविधानसभा,O
604,को,O
604,निर्वाचन,O
604,लाई,O
604,जनयुद्ध,O
604,को,O
604,राजनीतिक,O
604,उद्देश्य,O
604,पूरा,O
604,भएको,O
604,रूपमा,O
604,व्याख्या,O
604,गररिहे,O
604,को,O
604,छ,O
604,भने,O
604,अर्,O
604,को,O
604,पक्ष,O
604,ले,O
604,राजनीतिक,O
604,क्रान्ति,O
604,न,O
604,भएको,O
604,वकालत,O
604,गर्दै,O
604,आए,O
604,को,O
604,छ,O
604,।,O
605,महानगरीय,B-ORG
605,प्रहरी,I-ORG
605,आयुक्त,I-ORG
605,को,O
605,कार्यालय,O
605,का,O
605,डिआइ,O
605,जी,O
605,कल्याण,B-PER
605,तिमिल्सिना,I-PER
605,का,O
605,अनुसार,O
605,एक,O
605,साता,O
605,को,O
605,बीचमा,O
605,भारत,B-LOC
605,को,O
605,मध्यप्रदेश,B-LOC
605,नि,O
605,वासी,O
605,पप्पु,B-PER
605,सिंह,I-PER
605,को,O
605,समूह,O
605,भारत,B-LOC
605,को,O
605,आगरा,B-LOC
605,नि,O
605,वासी,O
605,नूर,B-PER
605,खान,I-PER
605,को,O
605,समूह,O
605,ललितपुर,B-LOC
605,नि,O
605,वासी,O
605,मनु,B-PER
605,थापा,I-PER
605,को,O
605,समूह,O
605,शारदानगर,B-LOC
605,चितवन,I-LOC
605,नि,O
605,वासी,O
605,सुरेश,B-PER
605,सिग्देल,I-PER
605,को,O
605,समूह,O
605,जनकपुर,B-LOC
605,नि,O
605,वासी,O
605,नवीन,B-PER
605,गिरी,I-PER
605,को,O
605,समूह,O
605,भारतीय,O
605,नागरिक,O
605,विक्रम,B-PER
605,सिंह,I-PER
605,को,O
605,समूह,O
605,र,O
605,अफरोज,B-PER
605,समूह,O
605,का,O
605,सदस्य,O
605,हरूलाई,O
605,पक्राउ,O
605,गरे,O
605,को,O
605,छ,O
605,।,O
606,अहि,O
606,ले,O
606,तिनै,O
606,यादव,B-PER
606,माओवादी,B-ORG
606,अध्यक्ष्ँ,O
606,प्रचण्ड,B-PER
606,ले,O
606,नेतृत्व,O
606,गरे,O
606,को,O
606,मन्त्रिपरिषद,B-ORG
606,द्,B-PER
606,मा,O
606,पराराष्ट्रमन्त्री,O
606,भए,O
606,का,O
606,छन्,O
606,।,O
607,नेपाली,O
607,टोली,O
607,लाई,O
607,उपाधि,O
607,पक्,O
607,का,O
607,काठमाडौं,B-LOC
607,सातौं,O
607,चरण,O
607,सम्म,O
607,समेत,O
607,उत्कृष्ट,O
607,प्रदर्शन,O
607,गरे,O
607,पछि,O
607,नेपाली,O
607,टोली,O
607,ले,O
607,मैत्री,O
607,पूर्ण,O
607,बुद्धिचाल,O
607,प्रतियोगिता,O
607,को,O
607,उपाधि,O
607,जित्ने,O
607,सुनिश्चित,O
607,भएको,O
607,छ,O
607,।,O
608,सन्,O
608,को,O
608,सन्धि,O
608,को,O
608,पुनरावलोकन,O
608,नया,O
608,वाणिज्य,O
608,नीति,O
608,तथा,O
608,कोसी,B-LOC
608,तटबन्ध,O
608,सम्बन्धी,O
608,विषय,O
608,हरूमा,O
608,सामान्य,O
608,पुनरावलोकन,O
608,को,O
608,विषय,O
608,उठे,O
608,तापनि,O
608,अहि,O
608,ले,O
608,नै,O
608,त्यस,O
608,को,O
608,समाधान,O
608,आउने,O
608,छैन,O
608,।,O
609,क्रेमलिन,B-LOC
609,का,O
609,प्रतिक्रान्ति,O
609,कारी,O
609,हरू,O
609,को,O
609,षड्यन्त्र,O
609,विफल,O
609,भए,O
609,को,O
609,घोषणा,O
609,पनि,O
609,सर्वप्रथम,O
609,बोरिस,B-PER
609,यल्तसिन,I-PER
609,ले,O
609,नै,O
609,रूसी,O
609,सम्सद,O
609,को,O
609,रक्षा,O
609,मा,O
609,जीउ,O
609,छाडेर,O
609,रात,O
609,दिन,O
609,सम्सद,O
609,बाहिर,O
609,बसे,O
609,का,O
609,हजारौं,O
609,सोभियत,O
609,नागरिक,O
609,र,O
609,ती,O
609,टैंक,O
609,र,O
609,बख्तरबन्द,O
609,गाडी,O
609,का,O
609,जवान,O
609,हरू,O
609,सामु,O
609,गर्नु,O
609,भए,O
609,को,O
609,थियो,O
609,।,O
610,औपचारीकता,O
610,को,O
610,निर्वाह,O
610,गर्न,O
610,मा,O
610,नै,O
610,तल्लिन,O
610,शाही,O
610,सम्बोधन,O
610,ले,O
610,गिरीजा,B-PER
610,सरकार,O
610,कर्मचारी,O
610,हरू,O
610,को,O
610,पीर,O
610,मर्,O
610,का,O
610,र,O
610,जायज,O
610,माँग,O
610,हरू,O
610,प्रति,O
610,सम्बेदनशिल,O
610,छैन,O
610,भन्ने,O
610,पुष्टी,O
610,गरे,O
610,को,O
610,छ,O
610,।,O
611,त्यस,O
611,मा,O
611,पनि,O
611,गठबन्धन,O
611,को,O
611,कमजोर,O
611,कडी,O
611,लाई,O
611,पक्रेर,O
611,आफ्नो,O
611,लगाम,O
611,बलियो,O
611,बनाउने,O
611,विदेशी,O
611,योजना,O
611,ले,O
611,प्रचण्ड,B-PER
611,लाई,O
611,प्रतिकूल,O
611,अवस्था,O
611,मा,O
611,पुर्याउनेछ,O
611,।,O
612,पछिल्लो,O
612,समय,O
612,मा,O
612,प्रहरी,O
612,",",O
612,सशस्त्र,B-ORG
612,प्रहरी,I-ORG
612,",",O
612,नेपाली,B-ORG
612,सेना,I-ORG
612,",",O
612,गुप्तचर,B-ORG
612,बाहेक,O
612,राज्य,O
612,को,O
612,पाचौं,O
612,अङ्ग,O
612,का,O
612,रूपमा,O
612,पनि,O
612,जनसेना,B-ORG
612,लाई,O
612,समावेश,O
612,गर्न,O
612,सकिने,O
612,अवधारणा,O
612,ल्याइए,O
612,को,O
612,छ,O
612,।,O
613,यसैगरी,O
613,सोही,O
613,धारा,O
613,को,O
613,दफा,O
613,मा,O
613,यो,O
613,सम्विधान,O
613,प्रारम्भ,O
613,हुँदा,O
613,का,O
613,बखत,O
613,कायम,O
613,रहे,O
613,का,O
613,जिल्ला,B-ORG
613,अदालत,I-ORG
613,हरू,O
613,कानून,O
613,द्वारा,O
613,अन्यथा,O
613,व्यवस्था,O
613,नभए,O
613,सम्म,O
613,यथावत,O
613,कायम,O
613,रहने,O
613,छन्,O
613,र,O
613,ती,O
613,अदातल,O
613,हरू,O
613,मा,O
613,बहाल,O
613,रहे,O
613,का,O
613,न्यायाधीश,O
613,हरू,O
613,अर्,O
613,को,O
613,व्यवस्था,O
613,नभए,O
613,सम्म,O
613,कायम,O
613,रहनेछन्,O
613,भनी,O
613,उल्लेख,O
613,गरिए,O
613,को,O
613,छ,O
613,।,O
614,भारत,B-LOC
614,मा,O
614,केन्द्रिय,O
614,सरकार,O
614,को,O
614,गठन,O
614,गर्न,O
614,कांग्रेस,B-ORG
614,इ,O
614,सित,O
614,हात,O
614,मिलाउन,O
614,जनता,O
614,दल,O
614,ले,O
614,इन्कार,O
614,गरे,O
614,को,O
614,छ,O
614,भनी,O
614,जनता,O
614,दल,O
614,को,O
614,प्रबक्ता,O
614,श्री,O
614,जयपाल,B-PER
614,रेड्डि,I-PER
614,ले,O
614,पत्रकार,O
614,हरू,O
614,लाई,O
614,भन्नु,O
614,भए,O
614,पछि,O
614,सर्बश्री,O
614,विजुपटनायक,O
614,अजीत,B-PER
614,सिहं,I-PER
614,लाई,O
614,बढ्ता,O
614,चिन्ता,O
614,हुन,O
614,था,O
614,ले,O
614,को,O
614,छ,O
614,।,O
615,नयाँपत्रि,B-ORG
615,का,O
615,सँग,O
615,कामु,O
615,गभर्नर,O
615,मानन्धर,B-PER
615,को,O
615,हस्ताक्षर,O
615,भएको,O
615,ख,O
615,नम्बर,O
615,को,O
615,नोट,O
615,पनि,O
615,छ,O
615,त्यस्तै,O
615,त्यो,O
615,भन्दा,O
615,अघि,O
615,नै,O
615,निलम्बित,O
615,भट्टराई,B-PER
615,को,O
615,हस्ताक्षर,O
615,भएको,O
615,ख,O
615,ख,O
615,र,O
615,ख,O
615,पि्रफेक्स,O
615,नम्बर,O
615,का,O
615,नोट,O
615,पनि,O
615,छन्,O
615,।,O
616,त्यस,O
616,का,O
616,अगुवा,O
616,हुन्,O
616,ऋषिकेश,B-PER
616,।,O
617,मुडिकुवा,O
617,को,O
617,सि,O
617,को,O
617,गरे,O
617,का,O
617,छन्,O
617,शङ्करपोखरी,B-LOC
617,",",O
617,थापाठाना,B-LOC
617,",",O
617,कार्कीनेटा,B-LOC
617,",",O
617,खानीगाउ,B-LOC
617,र,O
617,देवीस्थान,B-ORG
617,गाविस,I-ORG
617,मा,O
617,तथा,O
617,बाग्लुङ,B-LOC
617,को,O
617,नारायणस्थान,B-ORG
617,गाविस,I-ORG
617,ले,O
617,।,O
618,मिनाप,B-ORG
618,को,O
618,मैथिलीवाणी,B-ORG
618,को,O
618,सम्पादन,O
618,कार्य,O
618,थाले,O
618,का,O
618,रमेश,B-PER
618,ले,O
618,पत्रकारतिा,O
618,पनि,O
618,गरे,O
618,।,O
